Equity name,Ann Date,Prev Ann Date,Next Ann Date,EPS,Surprise,PE,PE Change,Up Down Flag,Beat Miss Flag,Sector,Quarter,%Px Chg,Surprise 8,Surprise 7,Surprise 6,Surprise 5,Surprise 4,Surprise 3,Surprise 2,Surprise 1
IBM US Equity,2023-07-19,2023-04-19,2023-10-25,2.18,0.09,15.31,0.010561056105610644,1,1,7,1.0,0.021400000000000002,0.0675,0.1291,0.047,0.0374,0.1066,0.0559,0.0298,0.049100000000000005
MOS US Equity,2022-08-01,2022-05-02,2022-11-07,3.64,-0.09,5.24,-0.4229074889867841,1,0,0,1.0,0.016200000000000003,-0.1855,-0.0166,-0.17920000000000003,-0.1005,-0.0698,-0.08289999999999999,-0.1873,-0.056299999999999996
DRI US Equity,2021-09-23,2021-06-24,2021-12-17,1.76,0.0673,23.43,-0.19039391845196962,1,1,2,2.0,0.0611,0.0259,0.0174,0.0451,0.0556,0.0,0.009899999999999999,-0.0766,0.0264
MTB US Equity,2022-07-20,2022-04-20,2022-10-19,3.02,0.0453,12.31,-0.029944838455476686,1,1,5,1.0,0.005,0.0819,-0.0019,0.0232,0.0277,0.2626,0.0103,0.0368,-0.09179999999999999
SYF US Equity,2022-10-25,2022-07-18,2023-01-23,1.47,0.056799999999999996,4.46,0.10669975186104219,1,1,5,2.0,0.056799999999999996,0.0736,0.1507,-0.12789999999999999,0.1063,0.0342,0.0706,-0.0493,0.1351
JCI US Equity,2020-11-03,2020-07-31,2021-01-29,0.76,0.046799999999999994,18.16,0.20185307743216407,1,1,6,2.0,0.0064,0.0060999999999999995,0.0095,-0.0016,0.0169,0.0069,-0.0024,0.061200000000000004,0.0617
HRL US Equity,2020-11-24,2020-08-25,2021-02-18,0.428,-0.0259,29.16,-0.01950235373234699,0,0,3,3.0,-0.0564,0.0241,-0.022000000000000002,0.0235,0.0069,0.018000000000000002,-0.0152,0.024399999999999998,0.0031
KEY US Equity,2020-04-16,2020-01-23,2020-07-22,0.12,-0.573,7.25,-0.3840271877655055,0,0,5,0.0,-0.0553,-0.07980000000000001,0.1464,0.1484,0.36450000000000005,0.2656,0.3256,0.1202,0.7582
OTIS US Equity,2021-02-01,2020-10-26,2021-04-26,0.66,0.1186,27.02,-0.1038142620232172,0,1,6,3.0,-0.0015,0.04019999999999999,0.0152,0.0928,0.0405,0.0435,0.047599999999999996,0.1018,0.141
ALLE US Equity,2022-07-28,2022-04-26,2022-10-27,1.37,0.0332,18.44,-0.11643507426928601,1,1,6,1.0,0.0012,0.0641,0.0779,0.0613,0.0178,0.047,0.17559999999999998,0.1586,0.1096
EQIX US Equity,2022-07-27,2022-04-27,2022-11-02,2.364,0.276,98.36,-0.20420711974110028,1,1,5,1.0,0.0906,0.1618,-0.0902,0.0889,0.33240000000000003,0.0519,0.26890000000000003,-0.2102,0.27940000000000004
LDOS US Equity,2023-02-14,2022-11-01,2023-05-02,1.8,0.11939999999999999,19.66,0.14836448598130825,0,1,7,3.0,-0.0542,0.041299999999999996,0.45549999999999996,0.1586,0.3502,0.13970000000000002,0.21850000000000003,0.1472,-0.0731
BKNG US Equity,2023-05-04,2023-02-22,2023-08-03,11.6,0.135,26.31,0.23347398030942346,0,1,1,0.0,-0.0132,0.4219,0.1426,0.08560000000000001,0.08869999999999999,0.4625,0.08039999999999999,0.0661,0.31980000000000003
DTE US Equity,2020-10-27,2020-07-28,2021-02-19,2.61,0.25420000000000004,17.7,0.029668411867364686,1,1,8,2.0,0.0236,0.0172,-0.1209,0.1208,0.1986,-0.0622,0.2518,0.1229,0.075
CMCSA US Equity,2023-04-27,2023-01-26,2023-07-27,0.92,0.10980000000000001,11.56,0.028469750889679846,1,1,1,0.0,0.1027,0.09,0.1124,0.0556,0.0794,0.0452,0.060599999999999994,0.1356,0.1637
WMT US Equity,2023-02-21,2022-11-15,2023-05-18,0.57,0.1265,27.56,-0.024079320113314484,1,1,2,0.0,0.0060999999999999995,0.0217,0.09230000000000001,0.0388,0.1429,0.0909,0.011899999999999999,0.0836,0.1213
RVTY US Equity,2023-08-01,2023-05-11,2023-10-30,1.21,0.0263,46.75,0.21808233454924442,0,1,3,2.0,-0.0026,0.0351,0.0643,0.0365,0.1358,0.09119999999999999,0.047,0.0739,-0.011699999999999999
KEY US Equity,2021-01-21,2020-10-21,2021-04-20,0.57,0.3256,13.13,0.27723735408560324,0,1,5,3.0,-0.0077,-0.3141,-0.0582,0.061799999999999994,-0.07980000000000001,0.1464,0.1484,0.36450000000000005,0.2656
COR US Equity,2023-05-02,2023-02-01,2023-08-02,3.5,0.06509999999999999,15.84,-0.03825136612021851,1,1,3,0.0,0.014199999999999999,0.0684,0.0579,0.035699999999999996,0.0395,0.029300000000000003,0.133,0.021400000000000002,0.0351
CPRT US Equity,2021-05-19,2021-02-18,2021-09-08,0.273,0.3557,37.06,-0.04089026915113869,1,1,2,1.0,0.0256,0.1442,0.059000000000000004,-0.0794,0.0236,0.0263,0.0148,0.06570000000000001,0.11960000000000001
TDG US Equity,2023-08-08,2023-05-09,2023-11-09,7.25,0.1381,44.87,0.039860950173812304,0,1,6,2.0,-0.0277,-0.0286,0.0181,0.0207,0.0616,0.053399999999999996,0.0828,0.1186,0.0634
JCI US Equity,2021-01-29,2020-11-03,2021-04-30,0.43,0.0617,20.34,0.12004405286343611,1,1,6,3.0,0.0097,0.0045000000000000005,0.0060999999999999995,0.0095,-0.0016,0.0169,0.0069,-0.0024,0.061200000000000004
POOL US Equity,2020-10-22,2020-07-23,2021-02-11,2.7,0.23800000000000002,44.31,0.10664335664335667,0,1,2,2.0,-0.016,0.0323,0.0024,0.4089,0.1856,0.1484,0.1251,0.9948,0.8614
TJX US Equity,2021-11-17,2021-08-18,2022-02-23,0.84,0.0358,27.87,-0.10096774193548386,1,1,2,3.0,0.0583,0.028999999999999998,0.114,0.0689,-0.0067,0.0591,0.0147,0.1258,-0.1419
MKTX US Equity,2023-04-26,2023-01-25,2023-07-20,1.96,0.0327,56.71,0.35216976633285646,0,1,3,0.0,-0.0165,0.031400000000000004,0.026099999999999998,0.04,0.022000000000000002,0.028900000000000002,0.0642,-0.0088,0.0025
GOOGL US Equity,2023-07-25,2023-04-25,2023-10-24,1.892,0.3224,24.33,0.10240144993203426,1,1,1,1.0,0.057800000000000004,0.0872,0.5842,0.1884,0.3265,0.2212,0.531,0.20550000000000002,0.3925
LRCX US Equity,2021-01-27,2020-10-21,2021-04-21,0.603,0.055999999999999994,23.5,0.2466843501326259,0,1,7,3.0,-0.0149,0.071,0.0877,0.2096,-0.0173,0.0034999999999999996,0.0258,0.07440000000000001,0.1331
VICI US Equity,2022-02-24,2021-10-28,2022-05-05,0.0,0.0,15.76,0.04856952761144373,1,0,5,3.0,0.0196,0.1321,-0.12560000000000002,0.122,-0.129,0.0,-0.4077,0.0,-0.2553
GOOGL US Equity,2021-04-27,2021-02-02,2021-07-27,1.315,0.4836,32.95,-0.026012415016257617,1,1,1,0.0,0.0297,0.2821,0.013300000000000001,0.061900000000000004,-0.156,0.0944,0.2281,0.0512,0.2324
HPQ US Equity,2020-11-24,2020-08-27,2021-02-25,0.62,0.1855,7.64,0.01192052980132452,1,1,7,3.0,0.023,0.011899999999999999,-0.005699999999999999,0.0256,0.0742,0.0646,0.1962,0.0461,0.3918
APTV US Equity,2020-05-05,2020-01-30,2020-07-30,0.68,0.7481,11.12,-0.438100050530571,1,1,2,0.0,0.0213,0.09,-0.0018,0.22579999999999997,-0.0977,0.3893,0.121,0.3797,0.19649999999999998
GM US Equity,2023-07-25,2023-04-25,2023-10-24,1.91,0.0291,4.78,-0.04970178926441349,0,1,2,1.0,-0.0351,0.0868,0.0217,0.046900000000000004,0.2077,0.1321,0.2382,0.0699,0.23850000000000002
AXP US Equity,2022-07-22,2022-04-22,2022-10-21,2.57,0.0731,14.22,-0.2411953041622198,1,1,5,1.0,0.018799999999999997,0.0775,0.1235,-0.0109,0.1198,0.0288,-0.1035,-0.0659,0.0287
CMS US Equity,2023-07-27,2023-04-27,2023-10-26,0.75,0.0917,23.04,-0.1328566051938277,0,1,8,1.0,-0.0287,0.0472,0.0049,-0.0034000000000000002,0.0825,0.055999999999999994,0.0613,0.0067,0.009899999999999999
BXP US Equity,2022-07-26,2022-05-02,2022-10-25,1.42,0.8251999999999999,24.58,-0.45035778175313057,1,1,5,1.0,0.0189,0.051500000000000004,0.0851,0.22579999999999997,0.0,0.1321,0.008100000000000001,0.10949999999999999,1.9135
MDT US Equity,2023-05-25,2023-02-21,2023-08-22,1.57,0.0096,21.76,0.06876227897838905,0,1,3,1.0,-0.0451,0.026600000000000002,0.0213,0.0072,0.0241,0.0069,0.0317,0.056600000000000004,0.083
LKQ US Equity,2021-07-29,2021-04-29,2021-10-28,1.13,0.4987,15.05,-0.04686510449651671,1,1,2,1.0,0.031,0.0158,0.0833,-0.07690000000000001,0.0062,0.0718,0.0965,0.114,0.1916
ADBE US Equity,2021-12-16,2021-09-21,2022-03-22,3.2,0.0025,56.76,0.19093579521611415,0,1,7,3.0,-0.10189999999999999,0.0317,0.0282,0.032799999999999996,0.034,0.0277,0.019799999999999998,0.0124,0.008100000000000001
MRK US Equity,2020-10-27,2020-07-31,2021-02-04,1.74,0.19920000000000002,32.96,0.08171972431900243,0,1,3,2.0,-0.0108,0.07,0.1032,0.17129999999999998,0.16579999999999998,0.13119999999999998,-0.0246,-0.1369,-0.046900000000000004
DVA US Equity,2021-02-11,2020-10-29,2021-04-29,1.67,-0.105,14.8,0.40284360189573465,0,0,3,3.0,-0.0736,0.19870000000000002,-0.154,0.0818,-0.139,0.1266,0.0655,0.2144,0.1702
SPGI US Equity,2021-04-29,2021-02-09,2021-07-29,3.39,0.1035,29.45,0.015167183729748235,1,1,3,0.0,0.0332,0.0788,0.061399999999999996,0.046799999999999994,-0.0426,-0.0315,0.0051,0.121,0.10099999999999999
CHD US Equity,2022-10-28,2022-07-29,2023-02-03,0.76,0.171,23.89,-0.2187704381948986,0,1,3,2.0,-0.0018,0.16010000000000002,0.10189999999999999,0.09970000000000001,0.0078000000000000005,0.0771,0.1558,0.11109999999999999,0.0316
K US Equity,2021-02-11,2020-10-29,2021-05-06,0.86,-0.0315,13.83,-0.10311284046692604,0,0,3,0.0,-0.0191,0.11900000000000001,0.0317,0.0866,0.1066,0.0453,0.1547,0.1025,0.1563
CSX US Equity,2020-10-21,2020-07-22,2021-01-21,0.32,0.039,22.13,0.13254861821903785,1,1,6,2.0,0.0382,0.0548,0.1489,0.0484,0.014499999999999999,0.1436,0.4169,-0.026000000000000002,-0.0179
DG US Equity,2021-03-18,2020-12-03,2021-05-27,2.62,-0.0417,18.34,-0.11315280464216637,0,0,2,0.0,-0.04650000000000001,-0.008,-0.0834,0.013999999999999999,0.0415,0.009000000000000001,0.032799999999999996,0.0322,0.3196
CL US Equity,2023-01-27,2022-10-28,2023-04-28,0.77,0.0039000000000000003,26.09,0.12894850713976647,0,1,3,3.0,-0.052199999999999996,0.0236,0.0282,0.046,0.0552,0.0242,0.071,0.0308,0.0384
POOL US Equity,2023-04-20,2023-02-16,2023-07-20,2.46,-0.2396,20.49,0.25244498777506097,0,0,2,0.0,-0.018500000000000003,-0.099,0.048600000000000004,0.030299999999999997,0.0151,-0.0258,0.0252,0.0011,-0.0374
ELV US Equity,2023-01-25,2022-10-19,2023-04-19,5.23,0.0075,19.51,0.1647761194029851,1,1,3,3.0,0.035699999999999996,-0.001,-0.134,0.0101,0.0103,0.005,0.0605,0.0294,0.024399999999999998
HAS US Equity,2023-04-27,2023-02-16,2023-08-03,0.01,-0.8077,10.89,0.06764705882352962,1,0,2,1.0,0.1463,0.6074,0.3333,0.3579,0.5885,1.2426000000000001,-0.41090000000000004,-0.0209,-0.1463
PTC US Equity,2023-04-26,2023-02-01,2023-07-26,1.16,0.019299999999999998,46.8,0.22802414064549992,0,1,7,0.0,-0.0149,0.285,0.2346,0.057699999999999994,0.014499999999999999,0.1812,0.1467,0.049,0.001
LYB US Equity,2021-01-29,2020-10-30,2021-04-30,2.19,0.615,14.34,0.24048442906574397,0,1,0,3.0,-0.0171,0.084,-0.3262,0.1197,0.1386,-0.07490000000000001,-0.07769999999999999,0.1107,0.217
EQIX US Equity,2020-05-06,2020-02-12,2020-07-29,1.602,-0.1058,91.71,0.08880446396770725,0,0,5,0.0,-0.0129,0.0072,-0.0509,-0.0418,0.0472,0.09230000000000001,-0.1243,0.08710000000000001,0.0254
UNP US Equity,2020-07-23,2020-04-23,2020-10-22,1.67,0.0719,21.21,0.29171741778319116,0,1,6,1.0,-0.024399999999999998,0.032400000000000005,0.0166,0.015300000000000001,0.0346,0.0751,-0.0258,0.051699999999999996,-0.020499999999999997
PEG US Equity,2022-08-02,2022-05-03,2022-10-31,0.64,-0.0016,15.1,-0.05742821473158555,0,0,8,1.0,-0.008100000000000001,0.014499999999999999,-0.0023,0.0365,0.1258,0.1182,0.145,0.024,0.029900000000000003
DHI US Equity,2023-01-24,2022-11-09,2023-04-20,2.76,0.2267,5.45,0.3523573200992556,1,1,2,3.0,0.0138,0.0662,-0.062,0.0901,0.1477,-0.0246,0.1335,0.3796,0.4167
TGT US Equity,2023-02-28,2022-11-16,2023-05-17,1.89,0.3385,27.9,0.24832214765100646,1,1,2,0.0,0.0101,0.0673,-0.1953,0.1805,-0.0083,0.24109999999999998,0.4276,0.2811,0.1674
NVDA US Equity,2023-02-22,2022-11-16,2023-05-24,0.088,0.0864,81.4,0.7490330898152129,1,1,7,0.0,0.1402,0.0608,0.0858,0.1039,0.087,0.11449999999999999,0.19640000000000002,0.3107,0.1848
FIS US Equity,2021-05-06,2021-02-09,2021-08-03,1.3,0.0417,74.01,-0.08437461338611896,1,1,7,0.0,0.0233,0.0705,-0.0023,-0.0068000000000000005,0.0040999999999999995,0.0096,0.0073,0.0291,0.0374
OXY US Equity,2021-11-04,2021-08-03,2022-02-24,0.87,0.3043,128.61,0.0,0,1,4,2.0,-0.0098,0.35479999999999995,-0.047599999999999996,-0.1174,-0.1016,-0.0263,0.028999999999999998,0.0387,0.359
AME US Equity,2020-10-29,2020-08-04,2021-02-04,1.01,0.0756,28.98,0.13825608798114697,1,1,6,2.0,0.0073,0.0654,0.064,0.042300000000000004,0.0547,0.066,0.0436,0.048,0.048499999999999995
BX US Equity,2022-04-21,2022-01-27,2022-07-21,1.55,0.4664,16.95,0.08723540731237978,0,1,5,0.0,-0.0645,0.0208,0.15380000000000002,-0.0721,0.016399999999999998,0.0275,0.1335,0.07400000000000001,0.012199999999999999
FCX US Equity,2021-01-26,2020-10-22,2021-04-22,0.39,0.0512,76.53,0.0,0,1,0,3.0,-0.068,0.1379,0.0317,-0.0349,0.1784,0.0042,0.084,0.0158,0.0241
WTW US Equity,2020-04-30,2020-02-06,2020-07-30,3.34,0.0593,20.03,-0.19655034095467305,1,1,5,0.0,0.0173,0.1033,0.024900000000000002,0.1197,0.34340000000000004,0.1108,0.051699999999999996,0.0254,0.1139
POOL US Equity,2022-02-17,2021-10-21,2022-04-21,2.28,0.1856,35.66,0.167266775777414,0,1,2,3.0,-0.031,0.0252,0.0011,-0.0374,-0.2396,-0.095,0.0323,0.0024,0.4089
CL US Equity,2023-07-28,2023-04-28,2023-10-27,0.77,0.0308,26.47,0.007229832572298145,0,1,3,1.0,-0.019299999999999998,0.0256,0.0581,0.0236,0.0282,0.046,0.0552,0.0242,0.071
DRI US Equity,2021-03-25,2020-12-18,2021-06-24,0.98,0.406,83.74,0.9698894377793461,1,1,2,0.0,0.0819,0.0451,0.0556,0.0,0.009899999999999999,-0.0766,0.0264,0.0673,0.1501
IPG US Equity,2022-02-10,2021-10-21,2022-04-28,0.82,0.0111,15.41,0.03353454057679417,0,1,1,3.0,-0.0877,0.0208,-0.0358,0.2191,0.1411,-0.1159,0.08289999999999999,0.07139999999999999,0.1809
XOM US Equity,2020-07-31,2020-05-01,2020-10-30,-0.7,-0.2681,55.21,1.61782835467046,1,0,4,1.0,0.005,0.0415,-0.0771,0.06269999999999999,0.013500000000000002,0.1317,0.0638,0.7646999999999999,0.29410000000000003
V US Equity,2021-04-27,2021-01-28,2021-07-27,1.38,0.0858,48.12,-0.01876019575856447,1,1,5,0.0,0.0154,0.0513,0.08779999999999999,0.034300000000000004,0.1295,0.0816,0.06280000000000001,0.0499,0.10529999999999999
HWM US Equity,2021-02-03,2020-11-09,2021-05-06,0.21,0.2426,42.6,0.7067307692307692,1,1,6,3.0,0.0287,0.008,0.0028000000000000004,0.060599999999999994,0.0473,0.0417,0.0672,0.0138,0.15789999999999998
LOW US Equity,2021-05-19,2021-02-24,2021-08-18,3.21,0.2375,18.92,0.017204301075268935,0,1,2,1.0,-0.0105,0.0687,0.031200000000000002,0.06,0.0128,0.0857,0.0471,0.1642,0.0591
SWKS US Equity,2023-02-06,2022-11-03,2023-05-08,2.59,0.0027,10.76,0.1350210970464134,1,1,7,3.0,0.1253,0.018500000000000003,0.0184,-0.0040999999999999995,0.016399999999999998,0.0072,0.048600000000000004,0.0341,-0.0044
FCX US Equity,2023-04-21,2023-01-25,2023-07-20,0.52,0.17120000000000002,21.31,0.35129993658845904,0,1,0,0.0,-0.041100000000000005,0.03,0.40270000000000006,0.0383,0.23989999999999997,0.2261,0.1297,0.1818,0.0174
SNPS US Equity,2021-08-19,2021-05-19,2021-12-01,1.81,0.0197,57.48,0.23772609819121437,1,1,7,2.0,0.0028000000000000004,0.046900000000000004,0.0325,0.0455,0.0369,0.0304,0.054400000000000004,0.011000000000000001,0.0173
SBUX US Equity,2020-04-28,2020-01-28,2020-07-28,0.32,-0.0154,25.0,-0.1754617414248021,0,0,2,0.0,-0.0233,-0.0232,-0.0977,0.008100000000000001,0.2949,0.1698,0.1011,0.6346,0.2557
NVDA US Equity,2020-08-19,2020-05-21,2020-11-18,0.055,0.11220000000000001,66.34,0.27112473653956704,1,1,7,2.0,0.0002,0.02,0.0382,0.0909,0.0636,0.04,0.1159,0.10710000000000001,0.1192
INTU US Equity,2022-05-24,2022-02-24,2022-08-23,7.65,0.0102,47.26,-0.32754695503699494,1,1,7,1.0,0.0821,0.0536,0.146,0.24559999999999998,0.1301,0.055999999999999994,0.5257000000000001,0.3926,0.1202
ZBRA US Equity,2022-02-10,2021-11-02,2022-05-03,4.54,0.0325,36.83,0.10700330628193555,0,1,7,3.0,-0.07780000000000001,0.0339,0.061,0.0037,0.0079,0.0349,-0.0931,0.0935,0.0354
RJF US Equity,2022-04-27,2022-01-26,2022-07-27,1.55,-0.0467,15.72,0.11173974540311171,1,0,5,0.0,0.036000000000000004,0.005699999999999999,0.0695,-0.0703,-0.1447,-0.1018,0.0022,0.011699999999999999,-0.0141
AAPL US Equity,2020-07-30,2020-04-30,2020-10-29,0.646,0.24710000000000001,27.72,0.39086803813346704,1,1,7,1.0,0.1047,0.0327,0.0682,0.10529999999999999,-0.0005,0.2791,0.40850000000000003,0.1858,0.0461
ALL US Equity,2021-08-04,2021-05-05,2021-11-03,3.79,0.18960000000000002,6.35,0.0031595576619272148,0,1,5,1.0,-0.0078000000000000005,-0.039,0.0363,0.0007000000000000001,0.0158,0.40990000000000004,-0.0919,-0.0161,-0.5437
AVB US Equity,2023-02-07,2022-11-03,2023-04-26,1.72,0.207,18.57,0.16572504708097924,1,1,5,3.0,0.0105,0.3973,0.6881999999999999,0.4263,0.051699999999999996,0.2639,-0.0374,1.286,-0.0169
SBAC US Equity,2021-04-26,2021-02-22,2021-08-02,-0.11,0.0,166.2,-0.5699648105982199,0,0,5,0.0,-0.0067,-0.2327,-0.1336,-0.029900000000000003,-0.2809,0.7339,-0.33030000000000004,-0.46520000000000006,0.9913
DUK US Equity,2020-08-10,2020-05-12,2020-11-05,0.977,-0.054000000000000006,15.63,-0.004458598726114538,0,0,8,1.0,-0.021400000000000002,0.0644,-0.0189,-0.018799999999999997,0.048499999999999995,0.0512,0.05,0.0059,0.0429
KMX US Equity,2022-12-22,2022-09-29,2023-04-11,0.24,-0.6291,19.43,0.08973639932697708,0,0,2,3.0,-0.0366,0.3214,0.0012,0.0232,-0.292,0.24109999999999998,-0.023399999999999997,0.78,1.2111
FTV US Equity,2021-07-29,2021-04-29,2021-10-28,0.66,0.09820000000000001,35.54,-0.13401559454191037,1,1,6,2.0,0.0524,0.052000000000000005,0.026000000000000002,0.042699999999999995,0.042199999999999994,0.0848,0.0279,0.0154,0.0138
EBAY US Equity,2021-08-11,2021-04-28,2021-10-27,0.99,0.047599999999999996,18.62,0.1493827160493828,1,1,1,1.0,0.0128,0.0341,0.0403,0.0085,0.0787,0.10490000000000001,0.013500000000000002,0.058499999999999996,0.0147
TXN US Equity,2020-07-21,2020-04-21,2020-10-20,1.48,0.6972,23.82,0.24191866527632944,0,1,7,1.0,-0.0218,0.1578,0.081,0.1653,0.0127,0.0898,0.2072,0.2643,0.13369999999999999
AXON US Equity,2022-11-08,2022-08-09,2023-02-28,0.6,0.2987,172.76,-0.09140633217629113,1,1,6,2.0,0.1456,0.20929999999999999,0.1696,0.23129999999999998,0.31920000000000004,0.3421,0.7236,0.6635,0.3308
STZ US Equity,2021-06-30,2021-04-08,2021-10-06,2.33,-0.0115,24.66,0.18958031837916067,1,0,3,1.0,0.0126,0.0678,0.0755,-0.016,0.12890000000000001,0.0653,0.12480000000000001,0.1424,-0.1578
MO US Equity,2022-04-28,2022-01-27,2022-07-28,1.12,0.024700000000000003,11.19,0.08852140077821025,1,1,3,0.0,0.0051,0.0097,0.0137,-0.0085,0.0077,-0.0025,0.0068000000000000005,-0.0161,0.0048
BLDR US Equity,2022-05-10,2022-03-01,2022-08-01,3.9,0.8741,5.62,-0.4145833333333333,1,1,6,0.0,0.0059,0.1482,0.39759999999999995,0.0942,0.5095000000000001,0.8615999999999999,0.3957,0.5602,1.0109000000000001
SPG US Equity,2022-11-01,2022-08-01,2023-02-06,1.65,0.0806,15.06,-0.08616504854368934,1,1,5,2.0,0.0446,-0.1247,-0.0182,0.5172,0.1624,0.1659,-0.0255,-0.026099999999999998,0.1638
IVZ US Equity,2022-07-27,2022-04-26,2022-10-25,0.39,-0.23829999999999998,6.86,-0.22398190045248867,0,0,5,1.0,-0.006,0.0859,-0.1729,0.16920000000000002,-0.0113,-0.2072,0.049699999999999994,0.06849999999999999,-0.1866
COF US Equity,2020-07-21,2020-04-23,2020-10-22,-1.61,0.1386,85.74,8.677200902934537,1,1,5,1.0,0.018799999999999997,-0.0356,0.0287,0.023700000000000002,0.2751,0.6640999999999999,0.7005,0.7993000000000001,1.3049000000000002
BKR US Equity,2022-10-19,2022-07-20,2023-01-23,0.26,0.0526,27.95,-0.3513576235785566,1,1,4,2.0,0.0608,0.1074,0.16329999999999997,0.0886,0.0669,0.066,0.1677,0.09380000000000001,-0.0547
BR US Equity,2022-08-12,2022-05-03,2022-11-02,2.65,0.0095,27.9,-0.21518987341772144,1,1,7,1.0,0.0795,0.0034000000000000002,-0.0027,0.0302,0.1284,0.0318,0.0123,0.0066,-0.0455
DHI US Equity,2022-02-02,2021-11-09,2022-04-26,3.17,0.12689999999999999,8.64,0.18356164383561646,1,1,2,3.0,0.015700000000000002,-0.0246,0.1335,0.3796,0.4167,0.2267,-0.08199999999999999,0.044000000000000004,0.1884
WBA US Equity,2021-03-31,2021-01-07,2021-07-01,1.4,0.2545,21.3,0.3671373555840822,1,1,2,0.0,0.0362,0.049800000000000004,0.0096,0.0403,0.0256,0.158,0.2389,0.1747,0.17850000000000002
CDNS US Equity,2020-07-20,2020-04-20,2020-10-19,0.66,0.262,57.12,0.38372093023255793,0,1,7,1.0,-0.0012,0.11230000000000001,0.1527,0.048600000000000004,0.0681,0.1242,0.11710000000000001,0.11710000000000001,0.15130000000000002
FFIV US Equity,2022-04-26,2022-01-25,2022-07-25,2.13,0.0462,30.06,-0.09593984962406021,0,1,1,0.0,-0.1284,0.0146,0.1309,0.0941,0.1255,0.0472,0.061,0.037200000000000004,0.1514
HAS US Equity,2021-10-26,2021-07-26,2022-02-07,1.96,0.201,18.21,-0.07516505840528187,1,1,2,2.0,0.0323,-0.0209,-0.1463,-0.8077,-0.0332,-0.1331,0.2299,-0.1024,0.34299999999999997
PAYC US Equity,2022-08-02,2022-05-03,2022-11-01,1.26,0.124,71.83,-0.20987790122098782,1,1,7,1.0,0.042800000000000005,0.0131,0.0528,0.0849,0.10279999999999999,0.015700000000000002,0.0455,0.1681,0.0735
PHM US Equity,2021-10-26,2021-07-27,2022-02-01,1.82,0.0173,7.42,-0.1987041036717062,0,1,2,2.0,-0.023700000000000002,0.024,0.2779,0.3034,0.24359999999999998,-0.0417,0.0384,0.059000000000000004,0.09230000000000001
LII US Equity,2021-04-26,2021-02-02,2021-07-26,2.27,0.7262000000000001,26.61,-0.029540481400437746,0,1,6,0.0,-0.0059,0.14529999999999998,0.031,-0.0005,0.0504,0.0987,0.18030000000000002,-0.0603,0.0436
CINF US Equity,2021-07-28,2021-04-28,2021-10-27,1.79,0.7129000000000001,22.6,-0.16481892091648176,1,1,5,1.0,0.0353,0.7188,0.1634,0.0032,0.0040999999999999995,-0.375,0.09269999999999999,0.4507,0.3823
VRSK US Equity,2022-02-22,2021-11-02,2022-05-03,1.47,0.0455,51.06,0.0912588159863219,0,1,3,3.0,-0.0473,-0.0271,0.0397,0.077,0.0759,0.21600000000000003,-0.0048,0.08199999999999999,-0.038
ABBV US Equity,2020-05-01,2020-02-07,2020-07-31,2.42,0.0837,9.21,-0.1657608695652173,1,1,3,0.0,0.0078000000000000005,0.031200000000000002,0.0113,0.0354,0.009399999999999999,0.06269999999999999,0.0264,0.022400000000000003,0.055
ALB US Equity,2022-02-16,2021-11-03,2022-05-04,1.01,0.012,59.18,0.14313308866138685,0,1,0,3.0,-0.1991,0.6214,-0.27440000000000003,0.6249,0.4361,0.0526,0.0785,0.1315,0.4389
C US Equity,2023-04-14,2023-01-13,2023-07-14,1.86,0.1293,6.15,0.09625668449197855,1,1,5,0.0,0.0478,0.0646,0.1139,0.1668,0.10619999999999999,0.4192,0.0839,0.24280000000000002,0.0418
WMB US Equity,2023-05-03,2023-02-20,2023-08-02,0.56,0.19399999999999998,14.86,-0.16890380313199105,1,1,4,0.0,0.0048,0.0601,0.0421,0.0462,0.1436,0.2241,0.0643,0.0817,0.08529999999999999
RVTY US Equity,2020-05-05,2020-01-27,2020-07-28,0.67,0.2642,34.03,-0.043294911442226525,1,1,3,1.0,0.0315,0.1416,0.161,0.33140000000000003,0.1743,0.2101,0.3152,0.4364,0.8129000000000001
TPL US Equity,2022-08-03,2022-05-04,2022-11-02,5.124,0.0416,28.87,-0.07050869285254335,0,1,4,1.0,-0.0723,-0.0711,0.0852,0.1354,-0.0043,0.17600000000000002,-0.1481,-0.09359999999999999,0.0855
NEE US Equity,2023-07-25,2023-04-25,2023-10-24,0.88,0.0758,28.76,-0.04862719153159112,0,1,8,1.0,-0.0008,0.0375,0.0259,-0.0167,0.0499,-0.0040999999999999995,0.2005,0.08560000000000001,0.059800000000000006
GE US Equity,2021-10-26,2021-07-27,2022-01-25,0.57,0.3318,48.95,-0.09418948926720938,1,1,6,2.0,0.0203,0.45909999999999995,0.46869999999999995,1.0,0.0644,-0.2521,1.1024,0.2245,-0.0226
EW US Equity,2021-04-20,2021-01-27,2021-07-29,0.54,0.1392,44.02,-0.1025484199796125,1,1,3,0.0,0.0626,0.021400000000000002,0.0458,-0.019299999999999998,-0.015600000000000001,0.049,-0.0676,0.0169,0.1552
DG US Equity,2023-06-01,2023-03-16,2023-08-31,2.34,-0.023799999999999998,18.95,-0.06419753086419755,0,0,2,1.0,-0.19510000000000002,0.2158,0.1193,-0.0582,-0.0508,0.0496,0.0584,0.0678,-0.1383
